areaname, bookid, 开发企业名称, 开发资质证书号, 备注, 项目名称, 项目坐落, 预售房屋建筑面积, 土地使用权证号及用途, 住宅, 预售房屋栋号及层数, 商业用房, 发证时各栋已建层数, 办公用房统计, 预售房屋占用土地是否抵押, 其它, 预售款专用账户, 发证机关查询、投诉电话, 发证机关（盖章）, 有效期, 发证日期
广东省江门市商品房预售许可证, 编号:江预许字第2018099, 江门市蓬江区棠下碧桂园房地产开发有限公司, 粤（江）房开证字第1260003号, , 滨江碧桂园, 江门市滨江新区华盛路与龙腾路交叉口东北角, 9315.56平方米83套, 粤（2017）江门市不动产权第0059441号；城镇混合住宅用地, 8861.42平方米77套, 蓬江区棠下镇滨江碧桂园11栋，华盛路118号, 454.14平方米6套, 蓬江区棠下镇滨江碧桂园11栋，华盛路118号:0层, 0平方米0套, 否, 0平方米0套, 广州银行股份有限公司江门分行(817000538802037), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:江预许字第2018096, 江门市篁边实业发展总公司, 粤（江）房开证字第1200167号, , 绿茵豪苑高尔夫1号·公馆, 蓬江区北环路以北地段, 12827.02平方米149套, 江国用(2007)第110976号；城镇混合住宅用地, 12827.02平方米149套, 蓬江区绿茵豪苑-高尔夫1号公馆1栋, 0平方米0套, 江门市蓬江区绿茵豪苑-高尔夫1号公馆1栋:0层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门城区支行(2012002629084984202), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年09月29日至2019年09月29日(过期无效), 2018年09月29日
广东省江门市商品房预售许可证, 编号:江预许字第2018092, 江门市潮连经济实业投资公司, 粤（江）房开证字第1201209号, 预售证将要过期，因预售工作还未完成，现申请预售证延期一年。, 蓬江区潮连益丞富隆居小区, 江门市蓬江区潮连芝山管理区榄坑地段, 8221.67平方米66套, 粤（2018）江门市不动产权第0007377号；城镇混合住宅用地, 8221.67平方米66套, , 0平方米0套, 江门市蓬江区益丞富隆居17幢:12层，江门市蓬江区益丞富隆居18幢:12层, 0平方米0套, 否, 0平方米0套, 江门融和农村商业银行股份有限公司潮连支行(80020000011252684), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2019年09月21日至2020年09月21日(过期无效), 2018年09月21日
广东省江门市商品房预售许可证, 编号:江预许字第2018093, 江门市潮连经济实业投资公司, 粤（江）房开证字第1201209号, 预售证将要过期，因预售工作还未完成，现申请预售证延期一年。, 蓬江区潮连益丞富隆居小区, 江门市蓬江区潮连芝山管理区榄坑地段, 10453平方米106套, 粤（2018）江门市不动产权第0007377号；城镇混合住宅用地, 10453平方米106套, , 0平方米0套, 江门市蓬江区益丞富隆居19幢:12层，江门市蓬江区益丞富隆居20幢:12层, 0平方米0套, 否, 0平方米0套, 江门融和农村商业银行股份有限公司潮连支行(80020000011252797), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2019年09月21日至2020年09月21日(过期无效), 2018年09月21日
广东省江门市商品房预售许可证, 编号:江预许字第2018086, 江门保利宏信房地产开发有限公司, 粤（江）房开证字第1261035号, 延期, 保利大都会中悦花园, 江门市滨江新区体育中心南侧鹅蛋山地段, 13778.88平方米96套, 粤（2017）江门市不动产权第0076435号；城镇混合住宅用地, 13778.88平方米96套, , 0平方米0套, 江门市蓬江区棠下镇保利大都会中悦花园17幢:0层, 0平方米0套, 否, 0平方米0套, 中国邮政储蓄银行股份有限公司江门市分行(944009010000481936), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年09月07日至2020年09月07日(过期无效), 2018年09月07日
广东省江门市商品房预售许可证, 编号:江预许字第2018087, 江门保利宏信房地产开发有限公司, 粤（江）房开证字第1201191号, , 保利大都会中悦花园, 江门市滨江新区体育中心南侧鹅蛋山地段, 13359.04平方米128套, 粤（2017）江门市不动产权第0076435号；城镇混合住宅用地, 13359.04平方米128套, 江门市蓬江区棠下镇保利大都会中悦花园16幢, 0平方米0套, 江门市蓬江区棠下镇保利大都会中悦花园16幢:0层, 0平方米0套, 否, 0平方米0套, 中国邮政储蓄银行股份有限公司江门市分行(944009010000481936), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年09月07日至2019年09月07日(过期无效), 2018年09月07日
广东省江门市商品房预售许可证, 编号:江预许字第2018082, 江门市振鸿经贸发展有限公司, 粤（江）房开证字第1200185号, , 滨河四季5#楼, 江门市蓬区区建设三路113号地段, 10905.37平方米288套, 江国用（2003）第111123号；商业服务用地, 0平方米0套, , 10905.37平方米288套, 江门市蓬江区建设三路113号1栋:18层, 0平方米0套, 否, 0平方米0套, 广州银行股份有限公司江门分行(817000569802021), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年08月30日至2020年08月30日(过期无效), 2018年08月30日
广东省江门市商品房预售许可证, 编号:江预许字第2018080, 江门珠江房地产开发有限公司, 粤（江）房开证字第1261033号, 申请延期至2020年8月23日, 珠江国际新城, 蓬江区棠下新昌猪乸环（土名）地段, 33463.99平方米289套, 粤2018江门市不动产权第0024816号；城镇混合住宅用地, 29126.40平方米240套, , 4337.59平方米49套, 江门市蓬江区棠下镇珠江国际新城御品庭13、14幢，15号:0层, 0平方米0套, 否, 0平方米0套, 上海浦东发展银行股份有限公司江门分行(23810078801200000273), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2019年08月23日至2020年08月23日(过期无效), 2018年08月23日
广东省江门市商品房预售许可证, 编号:江预许字第2018076, 江门保利宏信房地产开发有限公司, 粤（江）房开证字第1261035号, , 保利大都会中悦花园, 江门市滨江新区体育中心南侧鹅蛋山地段, 10261.25平方米100套, 粤（2017）江门市不动产权第0076435号；城镇混合住宅用地, 9635.16平方米92套, , 626.09平方米8套, 江门市蓬江区棠下镇保利大都会中悦花园23幢，华安路193号:18层, 0平方米0套, 否, 0平方米0套, 中国邮政储蓄银行股份有限公司江门市分行(944009010000481936), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年07月31日至2020年07月31日(过期无效), 2018年07月31日
广东省江门市商品房预售许可证, 编号:江预许字第2018075, 江门市灏昌房地产开发有限公司, 粤（江）房开证字第1261014号, 申请延期，延期时间由2019年7月27日至2020年7月27日, 灏昌园武昌苑1幢, 蓬江区棠下镇新昌村猪乸环（土名）, 14565.71平方米104套, 粤（2017）江门市不动产权第0068220号；城镇混合住宅用地, 14565.71平方米104套, , 0平方米0套, 江门市蓬江区棠下镇灏昌园武昌苑1幢:0层, 0平方米0套, 否, 0平方米0套, 江门融和农村商业银行股份有限公司(80020000010776209), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2017年07月27日至2020年07月27日(过期无效), 2018年07月27日
广东省江门市商品房预售许可证, 编号:江预许字第2018073, 广东益麟投资有限公司, 粤（江）房开证字第1261039号, , 江门市蓬江区荷塘镇龙湖花园龙湖二街17-23号、25号；龙湖五街1-3号、5-11号, 江门市蓬江区荷塘镇龙雾岗（土名）地段, 6600.83平方米18套, 粤（2016）江门市不动产权第0013501号；城镇混合住宅用地, 6600.83平方米18套, , 0平方米0套, 江门市蓬江区荷塘镇龙湖花园龙湖二街17号、18号:0层，江门市蓬江区荷塘镇龙湖花园龙湖二街19号、20号:0层，江门市蓬江区荷塘镇龙湖花园龙湖二街21号、22号、23号、25号:0层，江门市蓬江区荷塘镇龙湖花园龙湖五街10号、11号:0层，江门市蓬江区荷塘镇龙湖花园龙湖五街1号、2号、3号、5号:0层，江门市蓬江区荷塘镇龙湖花园龙湖五街6号、7号:0层，江门市蓬江区荷塘镇龙湖花园龙湖五街8号、9号:0层, 0平方米0套, 否, 0平方米0套, 江门新会农村商业银行股份有限公司荷塘支行(80020000011342874), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年07月26日至2020年07月26日(过期无效), 2018年07月26日
广东省江门市商品房预售许可证, 编号:江预许字第2018072, 江门市龙发投资有限公司, 粤（江）房开证字第1200177号, 预售证延期, 海逸峰璟花园, 江门市蓬江区白沙街道胜利路129号、133号、133号之一地段, 13861.65平方米155套, 粤（2016）江门市不动产权第0018627号；城镇混合住宅用地, 13861.65平方米155套, 江门市蓬江区海逸峰璟花园悦峰轩5栋：32层, 0平方米0套, 江门市蓬江区海逸峰璟花园悦峰轩5栋:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门分行(44370301040030979), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年07月23日至2020年07月23日(过期无效), 2018年07月23日
广东省江门市商品房预售许可证, 编号:江预许字第2018067, 江门市蓬江区鸿辉碧桂园房地产开发有限公司, 粤（江）房开证字第1200184号, , 西江华府, 江门市蓬江区原甘化厂办公大楼北侧，即甘棠路与白石大道交叉口东北侧, 28738.37平方米245套, 粤（2017）江门市不动产权第0018477号；城镇混合住宅用地, 28271.30平方米238套, 江门市蓬江区西江华府1、2栋，甘化路58号：31层, 467.07平方米7套, 江门市蓬江区西江华府1、2栋，甘化路58号:31层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门江海支行(2012033219024889971), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月29日至2020年06月29日(过期无效), 2018年06月29日
广东省江门市商品房预售许可证, 编号:江预许字第2018065, 江门市美顺房地产开发有限公司, 粤（江）房开证字第1260001号, 江门市蓬江区杜阮镇美雅花园2栋商品房预售许可证于2019年6月28日到期，现申请延期至2020年6月28日，望批准！, 美雅花园, 江门市蓬江区杜阮镇芝山大道春景园西侧地块, 11500.84平方米104套, 粤（2017）江门市不动产权第0059651号；城镇混合住宅用地, 11500.84平方米104套, 江门市蓬江区杜阮镇美雅花园2栋：28层, 0平方米0套, 江门市蓬江区杜阮镇美雅花园2栋:18层, 0平方米0套, 否, 0平方米0套, 广发银行股份有限公司江门分行(9550880210650000107), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月28日至2020年06月28日(过期无效), 2018年06月28日
广东省江门市商品房预售许可证, 编号:江预许字第2018063, 江门市龙发投资有限公司, 粤（江）房开证字第1200177号, 预售证延期, 海逸峰璟花园, 江门市蓬江区白沙街道胜利路129号、133号、133号之一地段, 14934.76平方米126套, 粤（2016）江门市不动产权第0018627号；城镇混合住宅用地, 14934.76平方米126套, 江门市蓬江区海逸峰璟花园悦峰轩3栋：32层, 0平方米0套, 江门市蓬江区海逸峰璟花园悦峰轩3栋:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门分行(44370301040030961), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月28日至2020年06月28日(过期无效), 2018年06月28日
广东省江门市商品房预售许可证, 编号:江预许字第2018064, 江门市美顺房地产开发有限公司, 粤（江）房开证字第1260001号, 江门市蓬江区杜阮镇美雅花园1栋商品房预售许可证于2019年6月28日到期，现申请延期至2020年6月28日，望批准！, 美雅花园, 江门市蓬江区杜阮镇芝山大道春景园西侧地块, 11064.75平方米100套, 粤（2017）江门市不动产权第0059651号；城镇混合住宅用地, 11064.75平方米100套, 江门市蓬江区杜阮镇美雅花园1栋：27层, 0平方米0套, 江门市蓬江区杜阮镇美雅花园1栋:18层, 0平方米0套, 否, 0平方米0套, 上海浦东发展银行股份有限公司江门分行(23810078801900000215), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月28日至2020年06月28日(过期无效), 2018年06月28日
广东省江门市商品房预售许可证, 编号:江预许字第2018062, 江门市美顺房地产开发有限公司, 粤（江）房开证字第1260001号, 江门市蓬江区杜阮镇美雅花园3栋、芝山大道88号商品房预售许可证于2019年6月28日到期，现申请延期至2020年6月28日，望批准！, 美雅花园, 江门市蓬江区杜阮镇芝山大道春景园西侧地块, 12003.73平方米114套, 粤（2017）江门市不动产权第0059651号；城镇混合住宅用地, 11063.25平方米100套, 江门市蓬江区杜阮镇美雅花园3栋，芝山大道88号：27层, 940.48平方米14套, 江门市蓬江区杜阮镇美雅花园3栋，芝山大道88号:18层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门分行(2012002729086949251), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月21日至2020年06月21日(过期无效), 2018年06月21日
广东省江门市商品房预售许可证, 编号:江预许字第2018061, 江门市蓬江区鸿辉碧桂园房地产开发有限公司, 粤（江）房开证字第1200184号, , 西江华府, 江门市蓬江区原甘化厂办公大楼北侧，即甘棠路与白石大道交叉口东北侧, 12590.66平方米94套, 粤（2017）江门市不动产权第0018477号；城镇混合住宅用地, 12590.66平方米94套, 江门市蓬江区西江华府3栋：32层, 0平方米0套, 江门市蓬江区西江华府3栋:22层, 0平方米0套, 否, 0平方米0套, 广发银行股份有限公司江门建设支行(9550880206792801097), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年06月15日至2020年06月15日(过期无效), 2018年06月15日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-3167397, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-3167397, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:江预许字第2018054, 江门市蓬江区鸿辉碧桂园房地产开发有限公司, 粤（江）房开证字第1200184号, , 西江华府, 江门市蓬江区原甘化厂办公大楼北侧，即甘棠路与白石大道交叉口东北侧, 12590.66平方米94套, 粤（2017）江门市不动产权第0018477号；城镇混合住宅用地, 12590.66平方米94套, 江门市蓬江区西江华府4栋：32层, 0平方米0套, 江门市蓬江区西江华府4栋:22层, 0平方米0套, 否, 0平方米0套, 中国工商银行股份有限公司江门江海支行(2012033229024887204), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年05月14日至2020年05月14日(过期无效), 2018年05月14日
广东省江门市商品房预售许可证, 编号:江预许字第2018053, 江门市恒鑫房地产开发有限公司, 粤(江)房开证字第1201201号, , 恒鑫御园, 蓬江区江会路69号, 13934.50平方米124套, 粤（2017）江门市不动产权第0009116号；城镇混合住宅用地, 13934.50平方米124套, 蓬江区恒鑫御园10幢, 0平方米0套, 江门市蓬江区恒鑫御园10幢:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167024300000205), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年05月11日至2020年05月11日(过期无效), 2018年05月11日
广东省江门市商品房预售许可证, 编号:江预许字第2018051, 江门市蓬江区天阙房地产开发有限公司, 粤（江）房开证字第1200189号, 申请预售商品房许可证延期至2020年5月10日, 杜阮碧桂园一期, 蓬江区杜阮镇杜阮一路南侧（瑶村村南山地段）, 12827.90平方米101套, 粤（2017）江门市不动产权第0043577；城镇混合住宅用地, 12332.11平方米93套, 蓬江区杜阮镇珑悦府9栋、杜阮北一路77号, 495.79平方米8套, 江门市蓬江区杜阮镇珑悦府9栋，杜阮北一路77号:22层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167022500000361), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年05月10日至2020年05月10日(过期无效), 2018年05月10日
广东省江门市商品房预售许可证, 编号:江预许字第2018052, 江门市蓬江区天阙房地产开发有限公司, 粤（江）房开证字第1200189号, 申请预售商品房许可证延期至2020年5月10日, 杜阮碧桂园一期, 蓬江区杜阮镇杜阮一路南侧（瑶村村南山地段）, 11355.10平方米101套, 粤（2017）江门市不动产权第0043577；城镇混合住宅用地, 10937.59平方米93套, 蓬江区杜阮镇珑悦府11栋、杜阮北一路71号, 417.51平方米8套, 江门市蓬江区杜阮镇珑悦府11栋，杜阮北一路71号:22层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167022500000362), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年05月10日至2020年05月10日(过期无效), 2018年05月10日
广东省江门市商品房预售许可证, 编号:江预许字第2018049, 江门市蓬江区天阙房地产开发有限公司, 粤（江）房开证字第1200189号, 申请预售商品房许可证延期至2020年5月4日, 杜阮碧桂园一期, 蓬江区杜阮镇杜阮一路南侧（瑶村村南山地段）, 11480.10平方米102套, 粤（2017）江门市不动产权第0043577；城镇混合住宅用地, 10942.87平方米93套, 蓬江区杜阮镇珑悦府10栋、杜阮北一路73号, 537.23平方米9套, 江门市蓬江区杜阮镇珑悦府10栋，杜阮北一路73号:22层, 0平方米0套, 否, 0平方米0套, 兴业银行股份有限公司江门分行(398000100100534031), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年05月04日至2020年05月04日(过期无效), 2018年05月04日
广东省江门市商品房预售许可证, 编号:江预许字第2018042, 江门市五邑华侨新村开发有限公司, 粤(江)房开证字第1201165号, 申请预售证延期至2020年4月28日, 莱茵华庭, 江门市蓬江区城市花园西侧, 20601.68平方米186套, 粤（2018）江门市不动产权第0017397号；城镇混合住宅用地, 18158.06平方米168套, 蓬江区莱茵华庭14、15幢，篁庄大道25号, 2019.43平方米16套, 江门市蓬江区莱茵华庭14、15幢，篁庄大道25号:23层, 0平方米0套, 否, 424.19平方米2套, 江门新会农村商业银行股份有限公司营业部(80020000011201468), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月28日至2020年04月28日(过期无效), 2018年04月28日
广东省江门市商品房预售许可证, 编号:江预许字第2018040, 江门市潮连经济实业投资公司, 粤（江）房开证字第1201209号, 预售证已过期，因预售工作还未完成，现申请预售证延期一年。, 蓬江区潮连益丞富隆居11-13幢，富隆居7号101-110, 江门市蓬江区潮连大道与潮中路交汇点, 4675.87平方米34套, 粤（2018）江门市不动产权第0007377号；城镇混合住宅用地, 4675.87平方米34套, 蓬江区潮连益丞富隆居13幢, 0平方米0套, 江门市蓬江区潮连益丞富隆居13幢:17层层, 0平方米0套, 否, 0平方米0套, 江门融和农村商业银行股份有限公司潮连支行(80020000011031448), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月20日至2020年04月20日(过期无效), 2018年04月20日
广东省江门市商品房预售许可证, 编号:江预许字第2018039, 江门市潮连经济实业投资公司, 粤（江）房开证字第1201209号, 预售证已过期，因预售工作还未完成，现申请预售证延期一年。, 蓬江区潮连益丞富隆居11-13幢，富隆居7号101-110, 江门市蓬江区潮连大道与潮中路交汇点, 17472.53平方米168套, 粤（2018）江门市不动产第0007377号；其他商服用地；城镇住宅用地, 16997.45平方米159套, 蓬江区潮连益丞富隆居11、12幢，富隆居7号101-110, 475.08平方米9套, 江门市蓬江区潮连益丞富隆居11幢:11、12幢：27层；7号101-109：1层层，江门市蓬江区潮连益丞富隆居12幢、7号:11、12幢：27层；7号101-109：1层层, 0平方米0套, 否, 0平方米0套, 江门融和农村商业银行股份有限公司潮连支行(80020000011031368), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月20日至2020年04月20日(过期无效), 2018年04月20日
广东省江门市商品房预售许可证, 编号:江预许字第2018036, 江门市美拓房地产开发有限公司, 粤（江）房开证字第1200182号, 江门市蓬江区棠下镇美的花园10栋商品房预售许可证于2019年4月19日到期，现申请延期至2020年4月19日，望批准！, 美的花园, 江门市滨江新区弓湾围地段保利中汇花园西侧地块, 14393.29平方米126套, 粤（2017）江门市不动产权第0001908号；城镇混合住宅用地, 14393.29平方米126套, 蓬江区棠下镇美的花园10栋, 0平方米0套, 江门市蓬江区棠下镇美的花园10栋:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167025700000297), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月19日至2020年04月19日(过期无效), 2018年04月19日
广东省江门市商品房预售许可证, 编号:江预许字第2018038, 江门市美拓房地产开发有限公司, 粤（江）房开证字第1200182号, 江门市蓬江区棠下镇美的花园9栋商品房预售许可证于2019年4月19日到期，现申请延期至2020年4月19日，望批准！, 美的花园, 江门市滨江新区弓湾围地段保利中汇花园西侧地块, 11511.12平方米94套, 粤（2017）江门市不动产权第0001908号；城镇住宅用地；其他商服用地, 11511.12平方米94套, 蓬江区棠下镇美的花园9栋, 0平方米0套, 江门市蓬江区棠下镇美的花园9栋:0层, 0平方米0套, 否, 0平方米0套, 广发银行股份有限公司江门分行(9550880206917100571), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月19日至2020年04月19日(过期无效), 2018年04月19日
广东省江门市商品房预售许可证, 编号:江预许字第2018037, 江门市美拓房地产开发有限公司, 粤（江）房开证字第1200182号, 江门市蓬江区棠下镇美的花园8栋商品房预售许可证于2019年4月19日到期，现申请延期至2020年4月19日，望批准！, 美的花园, 江门市滨江新区弓湾围地段保利中汇花园西侧地块, 12463.31平方米94套, 粤（2017）江门市不动产权第0001908号；城镇住宅用地；其他商服用地, 12463.31平方米94套, 蓬江区棠下镇美的花园8栋, 0平方米0套, 江门市蓬江区棠下镇美的花园8栋:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门市分行(44050167025700000297), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月19日至2020年04月19日(过期无效), 2018年04月19日
广东省江门市商品房预售许可证, 编号:江预许字第2018034, 江门市龙发投资有限公司, 粤（江）房开证字第1200177号, 预售证延期, 海逸峰璟花园, 江门市蓬江区白沙街道胜利路129号、133号、133号之一地段, 13967.53平方米156套, 粤（2016）江门市不动产权第0018627号；城镇混合住宅用地, 13967.53平方米156套, 蓬江区海逸峰璟花园悦峰轩2栋, 0平方米0套, 江门市蓬江区海逸峰璟花园悦峰轩2栋:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门分行(44370301040030623), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月18日至2020年04月18日(过期无效), 2018年04月18日
广东省江门市商品房预售许可证, 编号:江预许字第2018035, 江门市龙发投资有限公司, 粤（江）房开证字第1200177号, 预售证延期, 海逸峰璟花园, 江门市蓬江区白沙街道胜利路129号、133号、133号之一地段, 14428.82平方米162套, 粤（2016）江门市不动产权第0018627号；城镇混合住宅用地, 14428.82平方米162套, 蓬江区海逸峰璟花园悦峰轩1栋, 0平方米0套, 江门市蓬江区海逸峰璟花园悦峰轩1栋:0层, 0平方米0套, 否, 0平方米0套, 中国农业银行股份有限公司江门分行(44370301040030649), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月18日至2020年04月18日(过期无效), 2018年04月18日
广东省江门市商品房预售许可证, 编号:江预许字第2018030, 广东益麟投资有限公司, 粤（江）房开证字第1201193号, , 江门市蓬江区荷塘镇龙湖花园龙湖四街10-13号、15-20号, 江门市蓬江区荷塘镇龙雾岗（土名）地段, 3643.93平方米10套, 粤（2016）江门市不动产权第0013501号；城镇混合住宅用地, 3643.93平方米10套, 蓬江区荷塘镇龙湖花园龙湖四街10-13号、15-20号, 0平方米0套, 江门市蓬江区荷塘镇龙湖花园龙湖四街10号、11号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖四街12号、13号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖四街15号、16号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖四街17号、18号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖四街19号、20号:3层层, 0平方米0套, 否, 0平方米0套, 江门新会农村商业银行股份有限公司荷塘支行(80020000011342874), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月17日至2020年04月17日(过期无效), 2018年04月17日
广东省江门市商品房预售许可证, 编号:江预许字第2018031, 广东益麟投资有限公司, 粤（江）房开证字第1201193号, , 江门市蓬江区荷塘镇龙湖花园龙湖三街15-22号, 江门市蓬江区荷塘镇龙雾岗（土名）地段, 2742.46平方米8套, 粤（2016）江门市不动产权第0013501号；城镇混合住宅用地, 2742.46平方米8套, 蓬江区荷塘镇龙湖花园龙湖三街15-22号, 0平方米0套, 江门市蓬江区荷塘镇龙湖花园龙湖三街15号、16号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖三街17号、18号:3层层，江门市蓬江区荷塘镇龙湖花园龙湖三街19号、20号、21号、22号:3层层, 0平方米0套, 否, 0平方米0套, 江门新会农村商业银行股份有限公司荷塘支行(80020000011342874), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月17日至2020年04月17日(过期无效), 2018年04月17日
广东省江门市商品房预售许可证, 编号:江预许字第2018029, 江门保利宏信房地产开发有限公司, 粤（江）房开证字第1201191号, , 保利大都会中悦花园, 江门市滨江新区体育中心南侧鹅蛋山地段, 13358.72平方米128套, 粤（2017）江门市不动产权第0076435号；城镇混合住宅用地, 13358.72平方米128套, 蓬江区棠下镇保利大都会中悦花园19幢, 0平方米0套, 江门市蓬江区棠下镇保利大都会中悦花园19幢:0层, 0平方米0套, 否, 0平方米0套, 上海浦发银行江门分行(23810155000000114), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年04月13日至2019年04月13日(过期无效), 2018年04月13日
广东省江门市商品房预售许可证, 编号:江预许字第2018026, 江门市篁边实业发展总公司, 粤（江）房开证字第1261034号, , 绿茵豪苑高尔夫1号·公馆, 蓬江区北环路以北地段, 14612.63平方米131套, 江国用(2007)第110976号；城镇混合住宅用地, 14612.63平方米131套, 蓬江区绿茵豪苑-高尔夫1号公馆3栋, 0平方米0套, 江门市蓬江区绿茵豪苑-高尔夫1号公馆3栋:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门分行(630169951504), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年03月30日至2020年03月30日(过期无效), 2018年03月30日
广东省江门市商品房预售许可证, 编号:江预许字第2018027, 江门市篁边实业发展总公司, 粤（江）房开证字第1261034号, , 绿茵豪苑高尔夫1号·公馆, 蓬江区北环路以北地段, 15341.84平方米131套, 江国用(2007)第110976号；城镇混合住宅用地, 15341.84平方米131套, 蓬江区绿茵豪苑-高尔夫1号公馆4栋, 0平方米0套, 江门市蓬江区绿茵豪苑-高尔夫1号公馆4栋:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门分行(630169951504), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年03月30日至2020年03月30日(过期无效), 2018年03月30日
广东省江门市商品房预售许可证, 编号:江预许字第2018027, 江门市篁边实业发展总公司, 粤（江）房开证字第1261034号, , 绿茵豪苑高尔夫1号·公馆, 蓬江区北环路以北地段, 15341.84平方米131套, 江国用(2007)第110976号；城镇混合住宅用地, 15341.84平方米131套, 蓬江区绿茵豪苑-高尔夫1号公馆4栋, 0平方米0套, 江门市蓬江区绿茵豪苑-高尔夫1号公馆4栋:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门分行(630169951504), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年03月30日至2020年03月30日(过期无效), 2018年03月30日
广东省江门市商品房预售许可证, 编号:江预许字第2018020, 江门保利宏信房地产开发有限公司, 粤（江）房开证字第1201191号, , 保利大都会中悦花园, 江门市滨江新区体育中心南侧鹅蛋山地段, 13778.56平方米96套, 粤（2017）江门市不动产权第0076435号；城镇混合住宅用地, 13778.56平方米96套, 蓬江区棠下镇保利大都会中悦花园18幢, 0平方米0套, 江门市蓬江区棠下镇保利大都会中悦花园18幢:0层, 0平方米0套, 否, 0平方米0套, 招商银行股份有限公司江门分行(750900018710868), 0750-3167397, 江门市蓬江区住房和城乡建设局, 自2018年03月14日至2019年03月14日(过期无效), 2018年03月14日
