areaname, bookid, 开发企业名称, 开发资质证书号, 备注, 项目名称, 项目坐落, 预售房屋建筑面积, 土地使用权证号及用途, 住宅, 预售房屋栋号及层数, 商业用房, 发证时各栋已建层数, 办公用房统计, 预售房屋占用土地是否抵押, 其它, 预售款专用账户, 发证机关查询、投诉电话, 发证机关（盖章）, 有效期, 发证日期
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018126, 江门市骏凯豪庭开发建设有限公司, 粤(江)房开证字第1211076号, , 新会骏凯豪庭二期3座, 江门市新会区会城银港大道65号骏凯豪庭御海6座, 15216平方米128套, 粤（2019）江门市不动产权第2066049号；批发零售用地，住宿餐饮用地，商务金融用地，其他商服用地，城镇住宅用地, 15216平方米128套, , 0平方米0套, 大江镇大江圩北盛街29号1幢:0层，会城银港大道65号骏凯豪庭御海6座:0层, 0平方米0套, 否, 0平方米0套, 中国银行股份有限公司江门冈州支行(715970280965), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年12月06日至2019年12月06日(过期无效), 2018年12月06日
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:, , , , , , 平方米0套, ；, 平方米套, , 平方米套, , 平方米套, , 平方米套, , 0750-6607610, , 自至(过期无效), 
广东省江门市商品房预售许可证, 编号:2018108, 江门市新会区鸿图房地产开发有限公司, 粤（江）房开证字第1210121号, , 逸峰华府-6#住宅, 大泽镇兴泽路1号逸峰华府5座, 5068.84平方米51套, 粤（2017）江门市不动产权第2006975号；城镇住宅用地商服用地, 5068.84平方米51套, , 0平方米0套, 大泽镇兴泽路1号逸峰华府5座:12层，台城陈宜禧路南263号台山碧桂园盛世华府一街9座:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门大泽支行(44050167664600000250)中国建设银行股份有限公司江门大泽支行(POS:105000015204195), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月24日至2020年10月24日(过期无效), 2018年10月25日
广东省江门市商品房预售许可证, 编号:2018105, 江门市新会区今祥碧桂园房地产开发有限公司, 91440705MA4W7HY20W, POS机：898440715200267, 新会今古洲碧桂园一期11#楼（三十层）, 会城今华路29号新仕界花园11座, 20752.24平方米180套, 粤(2017)江门市不动产权第2009550号；城镇住宅用地商服用地, 20752.24平方米180套, 新仕界花园11座,30;, 0平方米0套, 台城台山碧桂园畔山豪门雅苑九街101号:0层，台城台山碧桂园畔山豪门雅苑九街103号:0层，台城台山碧桂园畔山豪门雅苑九街109号:0层，台城台山碧桂园畔山豪门雅苑九街111号:0层，台城台山碧桂园畔山豪门雅苑九街113号:0层，台城台山碧桂园畔山豪门雅苑九街119号:0层，台城台山碧桂园畔山豪门雅苑九街121号:0层，台城台山碧桂园畔山豪门雅苑九街123号:0层，台城台山碧桂园畔山豪门雅苑九街129号:0层，台城台山碧桂园畔山豪门雅苑九街33号:0层，台城台山碧桂园畔山豪门雅苑九街39号:0层，台城台山碧桂园畔山豪门雅苑九街61号:0层，台城台山碧桂园畔山豪门雅苑九街63号:0层，台城台山碧桂园畔山豪门雅苑九街69号:0层，台城台山碧桂园畔山豪门雅苑九街81号:0层，台城台山碧桂园畔山豪门雅苑九街83号:0层，台城台山碧桂园畔山豪门雅苑九街89号:0层，台城台山碧桂园畔山豪门雅苑九街91号:0层，台城台山碧桂园畔山豪门雅苑九街93号:0层，台城台山碧桂园畔山豪门雅苑九街99号:0层，新仕界花园11座:0层, 0平方米0套, 否, 0平方米0套, 1(1)招商银行股份有限公司江门新会支行(757903393410803)招商银行股份有限公司江门新会支行(POS机：898440715200267), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月19日至2019年10月19日(过期无效), 2018年10月19日
广东省江门市商品房预售许可证, 编号:2018107, 江门博富置业发展有限公司, 91440705324902553T, pos:309440715200012, 江门富力·南湖壹品A5栋（29层）, 会城今洲路18号南湖壹品花园7座, 12251.33平方米114套, 粤（2017）江门市不动产权第2012272号；城镇住宅用地商服用地, 12251.33平方米114套, 南湖壹品花园7座,29;, 0平方米0套, 南湖壹品花园7座:0层，台城环市西路223号富居天逸楼:12层, 0平方米0套, 否, 0平方米0套, 1(309440715200012)兴业银行股份有限公司江门新会支行(398020100100039035), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月19日至2019年10月19日(过期无效), 2018年10月19日
广东省江门市商品房预售许可证, 编号:2018106, 江门市新会区司益房地产开发有限公司, 914407057962960612, POS机：897589115200225, 名爵华府二期1#楼, 司前镇光明路37号名爵华府15座, 7285.85平方米67套, 新国用（2011）第01117号；城镇住宅用地商服用地, 6979.78平方米66套, 名爵华府15座,17;, 0平方米0套, 司前镇光明路37号名爵华府15座:0层，台城台沙路68号荣汇世家豪苑2号楼:0层, 0平方米0套, 否, 306.07平方米1套, 江门农村商业银行股份有限公司司前支行(80020000011914457)江门农村商业银行股份有限公司司前支行(POS机：897589115200225)江门农村商业银行股份有限公司司前支行(POS机：897589115200225), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月19日至2019年10月19日(过期无效), 2018年10月19日
广东省江门市商品房预售许可证, 编号:2018104, 江门市新会区今祥碧桂园房地产开发有限公司, 91440705MA4W7HY20W, POS:898440715200267, 新会今古洲碧桂园一期2#楼（三十层）, 会城今华路29号新仕界花园2座, 11337.84平方米87套, 粤(2017)江门市不动产权第2009550号；城镇住宅用地商服用地, 11337.84平方米87套, 新仕界花园2座,30;, 0平方米0套, 台城台山碧桂园畔山豪门雅苑九街102号:0层，台城台山碧桂园畔山豪门雅苑九街106号:0层，台城台山碧桂园畔山豪门雅苑九街10号:0层，台城台山碧桂园畔山豪门雅苑九街28号:0层，台城台山碧桂园畔山豪门雅苑九街30号:0层，台城台山碧桂园畔山豪门雅苑九街32号:0层，台城台山碧桂园畔山豪门雅苑九街36号:0层，台城台山碧桂园畔山豪门雅苑九街68号:0层，台城台山碧桂园畔山豪门雅苑九街80号:0层，台城台山碧桂园畔山豪门雅苑九街82号:0层，台城台山碧桂园畔山豪门雅苑九街86号:0层，台城台山碧桂园畔山豪门雅苑九街88号:0层，台城台山碧桂园畔山豪门雅苑九街8号:0层，台城台山碧桂园畔山豪门雅苑九街90号:0层，台城台山碧桂园畔山豪门雅苑九街92号:0层，台城台山碧桂园畔山豪门雅苑九街96号:0层，台城台山碧桂园畔山豪门雅苑十街88号:0层，台城台山碧桂园畔山豪门雅苑十街90号:0层，新仕界花园2座:0层, 0平方米0套, 否, 0平方米0套, 1(1)1(898440715200267)招商银行股份有限公司江门新会支行(757903393410803), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月19日至2019年10月19日(过期无效), 2018年10月19日
广东省江门市商品房预售许可证, 编号:2018103, 江门市新会区今祥碧桂园房地产开发有限公司, 91440705MA4W7HY20W, POS机：898440715200267, 新会今古洲碧桂园一期12#楼, 会城今华路29号新仕界花园12座, 10467.98平方米90套, 粤(2017)江门市不动产权第2009550号；城镇住宅用地商服用地, 10467.98平方米90套, 新仕界花园12座,30;, 0平方米0套, 台城石花北路23号东方华庭2号楼1梯:6层，台城石花北路23号东方华庭2号楼2梯:6层，新仕界花园12座:0层, 0平方米0套, 否, 0平方米0套, 1(1)1(898440715200267)招商银行股份有限公司江门新会支行(757903393410803), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月12日至2019年10月12日(过期无效), 2018年10月12日
广东省江门市商品房预售许可证, 编号:2018102, 新会鸿盛地产发展有限公司, 粤（江）房开证字第1210124号, , 富力英皇金禧花园K栋, 江门市新会区会城银港大道43号金禧花园11座, 11654.39平方米108套, 粤(2017)江门市不动产权第2016619号；城镇住宅用地商服用地, 11654.39平方米108套, , 0平方米0套, 广海镇新城一路21号新城花园16幢:0层，会城银港大道43号金禧花园11座:0层, 0平方米0套, 否, 0平方米0套, 1(113440715200100)中国农业银行股份有限公司江门新会支行(44380001040025254)中国农业银行股份有限公司江门新会支行(POS机：113440715200100), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年10月12日至2020年10月12日(过期无效), 2018年10月12日
广东省江门市商品房预售许可证, 编号:2018101, 江门市恒捷房地产有限公司, 粤（江）房开证字第1211124号, , 贝沙湾二期高层 6#楼, 经济开发区惠康路9号贝沙湾, 13945.66平方米124套, 粤（2018）江门市不动产权第2065521号；城镇混合住宅用地, 13945.66平方米124套, , 0平方米0套, 会城惠康路9号贝沙湾6座:0层，台城龙湾路9号五福公馆5幢:18层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司新会支行(44050167060100000554)中国建设银行股份有限公司新会支行(POS:105000015201534), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年10月11日至2020年10月11日(过期无效), 2018年10月11日
广东省江门市商品房预售许可证, 编号:2018100, 江门市恒捷房地产有限公司, 914407057993620525, POS机：105000015201534, 贝沙湾二期高层7#楼, 经济开发区惠康路9号贝沙湾, 13397.27平方米124套, 粤(2018)江门市不动产权第2065521号；城镇混合住宅用地, 13397.27平方米124套, 贝沙湾7座,32;, 0平方米0套, 会城惠康路9号贝沙湾7座:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司新会支行(44050167060100000554)中国建设银行股份有限公司新会支行(POS机：105000015201534), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018094, 江门市御龙房地产开发有限公司, 粤（江）房开证字第1210118号, , 翔龙雅轩-1#楼（商铺）, 司前镇永建路13号, 438.05平方米9套, 粤（2017）江门市不动产权第2005678号；城镇住宅用地商服用地, 0平方米0套, , 438.05平方米9套, 恩平市良西镇良兴路21号金色年华花园8栋:0层，司前镇永建路13号(108-116):0层，台城陈宜禧路沃华时代广场8幢:22层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门司前支行(44050167061700000313), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年09月30日至2020年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018095, 江门市信璟房地产有限公司, 粤（江）房开证字第1210109号, , 盛河湾商住小区6#楼, 司前镇新开七路33号盛河名轩6座, 3371.53平方米34套, 新国用（2014）第07248号；城镇住宅用地商服用地, 3305.97平方米32套, , 0平方米0套, 广海镇新城一路21号新城花园15幢:0层，盛河名轩6座:0层, 0平方米0套, 否, 65.56平方米2套, 中国建设银行股份有限公司新会支行(44050167061700000329)中国建设银行股份有限公司新会支行(POS:105000015203544), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2020年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018097, 江门市新会区羽绒时装发展有限公司, 粤（江）房开证字第1210120号, 申请预售证延期，有效期延长至2020年9月30日, 怡福.朗荟2#楼（商铺）, 会城西门路28号怡福朗荟轩, 644.79平方米12套, 新国用（2016）第00013号；城镇住宅用地商服用地, 0平方米0套, , 644.79平方米12套, 怡福朗荟轩:1层, 0平方米0套, 否, 0平方米0套, 1(113440715200121)中国农业银行股份有限公司江门新会支行(44380001040025932), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2020年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018093, 江门市新会区联佳商业广场开发有限公司, 914407007520914515, POS机账号：897589115200214, 丰泽雅轩2#住宅, 大泽镇金泽路2号丰泽雅轩2座, 2388.16平方米22套, 粤（2018）江门市不动产权第2030824号；城镇混合住宅用地, 1804.19平方米11套, 丰泽雅轩2座,3;, 0平方米0套, 恩平市良西镇良兴路22号金色华府2栋:0层，丰泽雅轩2座:0层，台城石花北路23号东方华庭5号楼1梯:21层，台城石花北路23号东方华庭5号楼2梯:21层, 0平方米0套, 否, 583.97平方米11套, 江门农村商业银行股份有限公司大泽支行(80020000011576153)江门农村商业银行股份有限公司大泽支行(897589115200214), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018098, 江门市新会区司益房地产开发有限公司, 914407057962960612, POS机：897589115200198, 名爵华府二期5#楼（商铺）, 司前镇中心大道37号, 2699.62平方米20套, 粤(2018)江门市不动产权第2064586；城镇住宅用地商服用地, 0平方米0套, 中心大道37号,17;, 0平方米0套, 台城台沙路68号荣汇世家豪苑11号楼:0层，中心大道37号:0层, 0平方米0套, 否, 2699.62平方米20套, 江门新会农村商业银行股份有限公司司前支行(80020000011036650)江门新会农村商业银行股份有限公司司前支行(POS机：897589115200198), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018096, 江门市新会区文清碧桂园房地产开发有限公司, 91440705MA514X3WX8, pos:898441115200634, 新会碧桂园九期4号楼（二十八层）, 江门市新会区会城文清路9号大成花园4座, 9462.90平方米82套, 粤（2018）江门市不动产权第2001357号 ；城镇住宅用地商服用地, 9462.90平方米82套, 大成花园4座,28;, 0平方米0套, 大成花园4座:0层，台城龙湾路9号五福公馆6幢:18层, 0平方米0套, 否, 0平方米0套, 1(1)1(898441115200634)兴业银行股份有限公司江门新会支行(398020100100040284), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018096, 江门市新会区文清碧桂园房地产开发有限公司, 91440705MA514X3WX8, pos:898441115200634, 新会碧桂园九期4号楼（二十八层）, 江门市新会区会城文清路9号大成花园4座, 9462.90平方米82套, 粤（2018）江门市不动产权第2001357号 ；城镇住宅用地商服用地, 9462.90平方米82套, 大成花园4座,28;, 0平方米0套, 大成花园4座:0层，台城龙湾路9号五福公馆6幢:18层, 0平方米0套, 否, 0平方米0套, 1(1)1(898441115200634)兴业银行股份有限公司江门新会支行(398020100100040284), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月30日至2019年09月30日(过期无效), 2018年09月30日
广东省江门市商品房预售许可证, 编号:2018092, 江门市玉圭园房地产有限公司, 914407057615933812, POS机：201246010194, 玉圭园B区C-11住宅楼, 会城圭阳北路33号玉圭园66座, 2709.79平方米22套, 新国用（2006）第01782号、新国用（2011）第00747号；城镇单一住宅用地, 2709.79平方米22套, 玉圭园66座,11;, 0平方米0套, 恩平市良西镇良兴路21号金色年华花园9栋:0层，台城台沙路68号荣汇世家豪苑12号楼:0层，玉圭园66座:0层, 0平方米0套, 否, 0平方米0套, 1(201246010194)中国工商银行股份有限公司江门新会第二支行(2012003929024605374)中国工商银行新会第二支行(2012003929024605374), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月20日至2019年09月20日(过期无效), 2018年09月21日
广东省江门市商品房预售许可证, 编号:2018091, 江门市新会华悦房地产有限公司, 粤(江)房开证字第1211085号, , 华悦城市花园三期19号楼, 江门市新会区司前镇迎宾南路3号华悦城市花园12座, 8727.33平方米82套, 新国用（2015）第04823号；城镇住宅用地商服用地, 8727.33平方米82套, , 0平方米0套, 恩平市东成镇泉林一街1号御湖湾103-106号:0层，恩平市东成镇泉林一街1号御湖湾107-110号:0层，恩平市东成镇泉林一街1号御湖湾111-114号:0层，恩平市东成镇泉林一街1号御湖湾115-118号:0层，恩平市东成镇泉林一街1号御湖湾119-122号:0层，恩平市东成镇泉林一街1号御湖湾123-126号:0层，恩平市东成镇泉林一街1号御湖湾127-130号:0层，恩平市东成镇泉林一街1号御湖湾131-133号:0层，恩平市东成镇泉林一街1号御湖湾138-143号:0层，恩平市东成镇泉林一街1号御湖湾175-180号:0层，恩平市东成镇泉林一街1号御湖湾18-23号:0层，恩平市东成镇泉林一街1号御湖湾24-26号:0层，恩平市东成镇泉林一街1号御湖湾34-39号:0层，恩平市东成镇泉林一街1号御湖湾50-53号:0层，恩平市东成镇泉林一街1号御湖湾54-57号:0层，恩平市东成镇泉林一街1号御湖湾58-61号:0层，恩平市东成镇泉林一街1号御湖湾65-68号:0层，恩平市东成镇泉林一街1号御湖湾69-72号:0层，恩平市东成镇泉林一街1号御湖湾73-76号:0层，恩平市东成镇泉林一街1号御湖湾77-80号:0层，恩平市东成镇泉林一街1号御湖湾81-86号:0层，恩平市东成镇泉林一街1号御湖湾87-90号:0层，恩平市东成镇泉林一街1号御湖湾91-94号:0层，恩平市东成镇泉林一街1号御湖湾95-98号:0层，恩平市东成镇泉林一街1号御湖湾99-102号:0层，华悦城市花园12座:0层，台城龙翔路1号骏景湾悦峰花园23幢:18层, 0平方米0套, 否, 0平方米0套, 江门新会农村商业银行股份有限公司司前支行(80020000011866434)江门新会农村商业银行股份有限公司司前支行(POS:897589115200224), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月20日至2020年09月20日(过期无效), 2018年09月20日
广东省江门市商品房预售许可证, 编号:2018090, 江门市新会区大泽碧桂园房地产开发有限公司, 91440705586359079C, POS机：898441115200197, 大泽碧桂园山湖湾二区二期9号楼(3座)　, 新会区大泽碧桂园水云天六街3座, 8834.51平方米118套, 新国用（2011）第04373号 ；城镇住宅用地商服用地, 8834.51平方米118套, 水云天六街3座,20;, 0平方米0套, 水云天六街3座:0层，台城龙翔路1号骏景湾悦峰花园16幢:16层, 0平方米0套, 否, 0平方米0套, 1(1)1(898441115200197)中国建设银行股份有限公司新会支行(44050167067100000074), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月17日至2019年09月17日(过期无效), 2018年09月20日
广东省江门市商品房预售许可证, 编号:2018089, 江门市骏凯豪庭开发建设有限公司, 粤(江)房开证字第1211076号, , 江门新会骏凯豪庭二期4座, 江门市新会区会城银港大道65号骏凯豪庭御海7座, 14618.56平方米128套, 粤（2019）江门市不动产权第2066049号；批发零售用地，住宿餐饮用地，商务金融用地，其他商服用地，城镇住宅用地, 14618.56平方米128套, , 0平方米0套, 恩平市东成镇锦江大道东10号香悦公馆4栋:17层，会城银港大道65号骏凯豪庭御海7座:0层，台城龙翔路1号骏景湾悦峰花园15幢:16层, 0平方米0套, 否, 0平方米0套, 1(1)1(821440715200041)兴业银行股份有限公司江门新会支行(398020100100039917), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月14日至2020年09月14日(过期无效), 2018年09月14日
广东省江门市商品房预售许可证, 编号:2018088, 新会鸿盛地产发展有限公司, 粤（江）房开证字第1210124号, , 富力英皇金禧花园N栋, 江门市新会区会城银港大道43号金禧花园7座, 11657.67平方米108套, 粤2017江门市不动产权第2016619号；城镇住宅用地商服用地, 11657.67平方米108套, , 0平方米0套, 恩平市恩城街道锦江大道中82号幸福公馆2、3、5栋:0层，金禧花园7座:0层，台城龙翔路1号骏景湾悦峰花园13幢:22层, 0平方米0套, 否, 0平方米0套, 1(113440715200100)1(113440715200100)中国农业银行股份有限公司江门新会支行(113440715200100)中国农业银行股份有限公司江门新会支行(44380001040025254), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年09月14日至2020年09月14日(过期无效), 2018年09月14日
广东省江门市商品房预售许可证, 编号:2018087, 江门市御龙房地产开发有限公司, 粤（江）房开证字第1210118号, , 翔龙雅轩-1#楼, 司前镇永建路13号翔龙雅轩1座, 4827.45平方米45套, 粤(2017)江门市不动产权第2005678号；城镇住宅用地商服用地, 4827.45平方米45套, , 0平方米0套, 恩平市东成镇锦江大道东5号南国御园7栋:0层，台城龙翔路1号骏景湾悦峰花园12幢:22层，翔龙雅轩1座:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司江门司前支行(44050167061700000313)中国建设银行股份有限公司江门司前支行(POS：105000015203075), 0750-6607610, 江门市新会区住房和城乡建设局, 自2019年09月12日至2020年09月12日(过期无效), 2018年09月12日
广东省江门市商品房预售许可证, 编号:2018086, 江门市新会区天禄房地产开发有限公司, 91440705708000276H, POS机号：84944071520K007, 海悦君庭15#, 江门市新会区会城三和大道南9号海悦君庭15座, 11155.32平方米108套, 粤（2016）江门市不动产权第2006115号；城镇住宅用地商服用地, 11155.32平方米108套, 海悦君庭15座,28;, 0平方米0套, 恩平市东成镇锦江大道东5号南国御园6栋:0层，海悦君庭15座:0层，台城台冲路114号:0层, 0平方米0套, 否, 0平方米0套, 1(84944071520K007)广东华兴银行股份有限公司江门新会支行(808880100006477), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年09月06日至2019年09月06日(过期无效), 2018年09月06日
广东省江门市商品房预售许可证, 编号:2018085, 江门市恒捷房地产有限公司, 914407057993620525, pos机：105000015201534, 贝沙湾二期高层3#楼, 经济开发区惠康路9号贝沙湾, 10784.88平方米108套, 粤（2018）江门市不动产权第2065521号；城镇住宅用地批发零售用地, 10784.88平方米108套, 贝沙湾3座,28;, 0平方米0套, 恩平市锦江大道东8号锦江国际新城御峰27栋:0层，恩平市锦江大道东8号锦江国际新城御峰6栋:0层，恩平市锦江大道东8号锦江国际新城御峰7栋:0层，会城惠康路9号贝沙湾3座:0层，台城陈宜禧路南265号保利公馆4号楼:0层, 0平方米0套, 否, 0平方米0套, 中国建设银行股份有限公司新会支行(44050167060100000554)中国建设银行股份有限公司新会支行(pos机：105000015201534)中国农业银行江门新会第二支行(44385001040004890), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年08月31日至2019年08月31日(过期无效), 2018年08月31日
广东省江门市商品房预售许可证, 编号:2018084, 江门市新会区今祥碧桂园房地产开发有限公司, 91440705MA4W7HY20W, POS:898440715200267, 新会今古洲碧桂园一期7#楼（三十层）, 会城今华路29号新仕界花园7座, 11372.06平方米87套, 粤(2017)江门市不动产权第2009550号；城镇住宅用地商服用地, 11372.06平方米87套, 新仕界花园7座,30;, 0平方米0套, 恩平市锦江大道东8号锦江国际新城御峰28栋:0层，台城台山碧桂园畔山豪门雅苑十街101号:0层，台城台山碧桂园畔山豪门雅苑十街103号:0层，台城台山碧桂园畔山豪门雅苑十街109号:0层，台城台山碧桂园畔山豪门雅苑十街11号:0层，台城台山碧桂园畔山豪门雅苑十街1号:0层，台城台山碧桂园畔山豪门雅苑十街33号:0层，台城台山碧桂园畔山豪门雅苑十街39号:0层，台城台山碧桂园畔山豪门雅苑十街3号:0层，台城台山碧桂园畔山豪门雅苑十街99号:0层，台城台山碧桂园畔山豪门雅苑十街9号:0层，台城台山碧桂园畔山豪门雅苑十一街82号:0层，台城台山碧桂园畔山豪门雅苑十一街86号:0层，新仕界花园7座:0层, 0平方米0套, 否, 0平方米0套, 1(1)1(898440715200267)招商银行股份有限公司江门新会支行(757903393410803), 0750-6607610, 江门市新会区住房和城乡建设局, 自2018年08月30日至2019年08月30日(过期无效), 2018年08月30日
